booking_date,country_code,network,funding_source,card_type,transaction_regionality,total_value_eur,total_fee_eur,adyen_interchange_eur,previous_issuer_eur
2020-04-18,US,MasterCard,CREDIT,Standard,INTRA_REGIONAL,28.58,0.3909,0.6895,0.3285
2020-04-13,US,MasterCard,DEBIT,Standard,INTER_REGIONAL,16.72,0.2299,0.3083,0.1414
2020-04-03,DE,visa,DEBIT,Standard,INTRA_REGIONAL,9.73,0.0541,0.111,0.0345
2020-04-12,US,MasterCard,CREDIT,Standard,INTRA_REGIONAL,44.09,0.4634,0.6615,0.3356
2020-04-08,NL,MasterCard,CREDIT,Standard,INTRA_REGIONAL,158.25,1.8008,2.4788,1.4397
2020-04-29,NL,visa,CREDIT,Premium,INTRA_REGIONAL,18.7,0.216,0.4275,0.1395
2020-04-07,NL,MasterCard,CREDIT,Purchasing,INTER_REGIONAL,92.73,1.2357,1.7006,1.0688
2020-04-22,US,MasterCard,CREDIT,Standard,INTER_REGIONAL,380.17,5.6967,11.1302,4.1603
2020-04-11,GB,visa,DEBIT,Premium,DOMESTIC,16.6,0.1479,0.2021,0.0917
2020-04-11,GB,visa,CREDIT,Premium,INTER_REGIONAL,18.76,0.2321,0.4343,0.1896
2020-04-12,US,MasterCard,CREDIT,other,INTER_REGIONAL,197.33,2.8227,4.0043,1.8728
2020-04-10,US,visa,DEBIT,Standard,INTER_REGIONAL,29.55,0.3152,0.5879,0.259
2020-04-07,NL,MasterCard,DEBIT,Standard,DOMESTIC,28.56,0.2972,0.6173,0.2134
2020-04-25,GB,visa,CREDIT,Standard,INTER_REGIONAL,38.64,0.306,0.633,0.2619
2020-04-20,US,MasterCard,CREDIT,Purchasing,DOMESTIC,11.22,0.1609,0.2476,0.1071
2020-04-17,DE,visa,DEBIT,Corporate,INTRA_REGIONAL,55.32,0.6459,1.0623,0.4419
2020-04-16,NL,visa,DEBIT,Standard,DOMESTIC,39.32,0.4829,0.868,0.4204
2020-04-18,NL,MasterCard,DEBIT,Fleet,INTRA_REGIONAL,17.21,0.232,0.3218,0.2036
2020-04-27,NL,visa,DEBIT,Premium,INTRA_REGIONAL,14.75,0.1603,0.2658,0.1176
2020-04-25,NL,visa,DEBIT,Commercial,INTER_REGIONAL,81.92,0.6544,1.0912,0.5785
2020-04-21,NL,MasterCard,DEBIT,Commercial,INTRA_REGIONAL,124.48,1.1901,1.7298,1.0388
2020-04-01,GB,MasterCard,DEBIT,Premium,DOMESTIC,38.6,0.3216,0.5926,0.2012
2020-04-04,DE,MasterCard,DEBIT,Standard,INTER_REGIONAL,18.18,0.2038,0.2763,0.1266
2020-04-22,NL,visa,DEBIT,Premium,INTER_REGIONAL,36.36,0.2876,0.3923,0.2315
2020-04-12,DE,visa,CREDIT,other,DOMESTIC,5.37,0.0554,0.0764,0.0409
2020-04-15,NL,visa,CREDIT,Premium,INTRA_REGIONAL,63.23,0.7874,1.182,0.5962
2020-04-08,NL,visa,DEBIT,Premium,INTER_REGIONAL,4.47,0.0599,0.1079,0.0529
2020-04-29,DE,visa,DEBIT,Super Premium,INTER_REGIONAL,7.65,0.0977,0.1981,0.0678
2020-04-21,GB,visa,DEBIT,Premium,INTRA_REGIONAL,41.62,0.466,0.8157,0.2918
2020-04-20,NL,visa,CREDIT,Commercial,DOMESTIC,6.36,0.0717,0.1222,0.0518
2020-04-30,NL,MasterCard,CREDIT,Standard,DOMESTIC,41.37,0.47,0.8125,0.3876
2020-04-20,NL,MasterCard,DEBIT,Standard,DOMESTIC,107.43,0.8895,1.5482,0.5953
2020-04-08,GB,visa,CREDIT,Premium,INTRA_REGIONAL,18.34,0.0961,0.1999,0.0811
2020-04-02,NL,MasterCard,CREDIT,Premium,INTER_REGIONAL,2.86,0.0271,0.055,0.0186
2020-04-22,US,MasterCard,CREDIT,Premium,INTRA_REGIONAL,27.66,0.365,0.4875,0.2996
2020-04-29,DE,visa,CREDIT,Standard,DOMESTIC,99.72,1.0203,1.5001,0.801
2020-04-11,GB,visa,DEBIT,Purchasing,INTRA_REGIONAL,218.38,2.4355,3.6116,1.9231
2020-04-13,GB,visa,DEBIT,Standard,INTRA_REGIONAL,11.23,0.1035,0.1816,0.0669
2020-04-30,NL,MasterCard,CREDIT,Commercial,INTRA_REGIONAL,59.71,0.6458,1.2714,0.5477
2020-04-26,GB,MasterCard,CREDIT,Standard,INTER_REGIONAL,58.55,0.7721,1.5428,0.5611
2020-04-04,US,visa,CREDIT,Commercial,INTER_REGIONAL,56.8,0.7021,1.0789,0.4677
2020-04-13,NL,visa,CREDIT,Premium,DOMESTIC,136.85,2.0091,2.6479,1.2689
2020-04-09,NL,MasterCard,CREDIT,Premium,INTER_REGIONAL,25.77,0.3356,0.5965,0.2045
2020-04-18,US,MasterCard,DEBIT,Standard,DOMESTIC,40.23,0.5695,0.8216,0.4569
2020-04-24,GB,visa,DEBIT,Commercial,INTRA_REGIONAL,34.25,0.3581,0.5339,0.2747
2020-04-10,NL,MasterCard,DEBIT,Fleet,INTRA_REGIONAL,4.48,0.0586,0.1157,0.0494
2020-04-01,DE,visa,CREDIT,other,INTRA_REGIONAL,68.85,1.0027,1.5478,0.8561
2020-04-30,GB,MasterCard,CREDIT,Premium,INTRA_REGIONAL,28.19,0.4092,0.5481,0.2473
2020-04-17,DE,MasterCard,DEBIT,Super Premium,INTRA_REGIONAL,76.99,0.6088,0.9306,0.3787
2020-04-27,DE,visa,DEBIT,other,DOMESTIC,444.03,3.0798,5.6031,2.729
2020-04-25,US,visa,DEBIT,other,INTER_REGIONAL,654.71,6.8772,9.3514,5.8662
2020-04-12,NL,MasterCard,DEBIT,Standard,INTRA_REGIONAL,31.22,0.4243,0.6732,0.26
2020-04-17,GB,visa,CREDIT,Standard,INTRA_REGIONAL,57.72,0.8039,1.6597,0.6096
2020-04-26,DE,visa,CREDIT,other,INTRA_REGIONAL,68.22,0.8771,1.6726,0.5829
2020-04-17,GB,visa,CREDIT,Standard,DOMESTIC,67.6,0.8973,1.6567,0.5638
2020-04-15,US,MasterCard,CREDIT,other,INTER_REGIONAL,43.11,0.2783,0.5084,0.2337
2020-04-16,NL,MasterCard,DEBIT,Commercial,INTRA_REGIONAL,304.6,1.9676,3.4575,1.4314
2020-04-02,DE,visa,DEBIT,Standard,DOMESTIC,15.81,0.0987,0.1357,0.0753
2020-04-10,GB,MasterCard,CREDIT,Premium,INTRA_REGIONAL,12.34,0.173,0.3117,0.107
2020-04-29,DE,visa,DEBIT,Commercial,INTRA_REGIONAL,32.19,0.424,0.7312,0.263
2020-04-21,GB,MasterCard,CREDIT,Premium,INTRA_REGIONAL,17.06,0.1862,0.3487,0.1489
2020-04-07,NL,MasterCard,CREDIT,Premium,INTER_REGIONAL,4.79,0.0595,0.0924,0.0404
2020-04-11,US,MasterCard,DEBIT,Super Premium,INTRA_REGIONAL,144.2,1.0602,2.199,0.7547
2020-04-17,US,visa,CREDIT,Premium,DOMESTIC,7.63,0.1017,0.1356,0.088
2020-04-03,NL,MasterCard,CREDIT,Standard,DOMESTIC,21.77,0.2381,0.3848,0.1661
2020-04-04,NL,MasterCard,DEBIT,Standard,DOMESTIC,69.13,1.0196,1.9966,0.6177
2020-04-06,US,visa,DEBIT,other,INTRA_REGIONAL,21.24,0.2453,0.3799,0.1744
2020-04-25,DE,MasterCard,DEBIT,Standard,INTER_REGIONAL,15.18,0.0854,0.1495,0.0545
2020-04-18,DE,visa,CREDIT,Standard,INTER_REGIONAL,12.45,0.1664,0.2698,0.1408
2020-04-18,NL,visa,DEBIT,Commercial,INTRA_REGIONAL,376.04,3.4396,6.3547,2.8008
2020-04-01,GB,visa,DEBIT,Super Premium,DOMESTIC,31.71,0.3655,0.6285,0.2807
2020-04-21,DE,MasterCard,DEBIT,Standard,DOMESTIC,396.07,4.9645,9.4012,3.9426
2020-04-03,DE,MasterCard,CREDIT,Purchasing,INTER_REGIONAL,8.89,0.0692,0.112,0.0553
2020-04-07,NL,visa,DEBIT,Purchasing,INTRA_REGIONAL,51.35,0.3199,0.5176,0.2641
2020-04-22,GB,MasterCard,DEBIT,Premium,DOMESTIC,2.92,0.0197,0.037,0.0171
2020-04-21,NL,visa,DEBIT,Standard,DOMESTIC,12.73,0.1767,0.2588,0.1529
2020-04-25,NL,MasterCard,DEBIT,Standard,INTRA_REGIONAL,8.9,0.0774,0.1131,0.0543
2020-04-07,GB,MasterCard,CREDIT,Super Premium,INTER_REGIONAL,7.69,0.0441,0.0833,0.037
2020-04-28,US,MasterCard,CREDIT,other,INTRA_REGIONAL,23.96,0.3315,0.4609,0.2137
2020-04-22,DE,visa,DEBIT,Standard,INTRA_REGIONAL,25.65,0.3783,0.7368,0.2526
2020-04-14,DE,MasterCard,CREDIT,Premium,INTER_REGIONAL,63.83,0.8421,1.4647,0.5466
2020-04-27,NL,MasterCard,DEBIT,Super Premium,INTRA_REGIONAL,14.73,0.2114,0.4015,0.1768
2020-04-04,DE,visa,CREDIT,Corporate,INTER_REGIONAL,5.36,0.0329,0.0553,0.0241
2020-04-07,US,visa,DEBIT,Corporate,INTRA_REGIONAL,230.87,1.2467,2.5657,0.8196
2020-04-18,NL,visa,CREDIT,Standard,INTER_REGIONAL,54.38,0.3031,0.4562,0.1942
2020-04-27,NL,visa,DEBIT,Premium,INTRA_REGIONAL,27.95,0.3676,0.768,0.282
2020-04-23,NL,MasterCard,DEBIT,Standard,INTRA_REGIONAL,5.18,0.0766,0.1388,0.0525
2020-04-29,US,visa,DEBIT,Commercial,INTRA_REGIONAL,23.46,0.1953,0.3692,0.1244
2020-04-24,GB,visa,DEBIT,Standard,DOMESTIC,3.69,0.0402,0.0773,0.0308
2020-04-25,US,visa,CREDIT,Corporate,INTRA_REGIONAL,43.11,0.5718,0.8238,0.388
2020-04-14,NL,MasterCard,DEBIT,Commercial,INTRA_REGIONAL,93.64,1.2227,1.7854,0.9514
2020-04-21,DE,visa,CREDIT,Standard,DOMESTIC,130.66,1.0519,1.5256,0.7541
2020-04-27,GB,MasterCard,DEBIT,other,INTRA_REGIONAL,16.25,0.1382,0.1957,0.0858
2020-04-03,NL,visa,DEBIT,Purchasing,INTRA_REGIONAL,4.45,0.0297,0.0439,0.0229
2020-04-24,DE,visa,DEBIT,Commercial,INTRA_REGIONAL,28.27,0.2317,0.3515,0.1898
2020-04-22,DE,MasterCard,DEBIT,Corporate,INTER_REGIONAL,4.68,0.0281,0.0504,0.0211
2020-04-05,DE,MasterCard,DEBIT,Super Premium,INTER_REGIONAL,71.26,0.8658,1.5271,0.6458
2020-04-01,NL,visa,DEBIT,Standard,DOMESTIC,37.04,0.2614,0.5304,0.2156
2020-04-15,NL,visa,CREDIT,Standard,INTER_REGIONAL,90.76,0.8745,1.1382,0.537
2020-04-23,NL,MasterCard,CREDIT,Premium,INTRA_REGIONAL,23.95,0.1351,0.2555,0.0834
2020-04-11,DE,MasterCard,DEBIT,Super Premium,INTER_REGIONAL,348.24,5.1994,9.5964,4.6311
2020-04-02,GB,visa,CREDIT,Commercial,INTRA_REGIONAL,4.36,0.0449,0.0715,0.0384
2020-04-03,NL,visa,CREDIT,Standard,INTER_REGIONAL,16.99,0.0937,0.1664,0.0651
2020-04-03,US,MasterCard,CREDIT,other,INTER_REGIONAL,214.65,1.2495,2.556,1.0122
2020-04-02,US,MasterCard,DEBIT,Corporate,INTRA_REGIONAL,502.27,7.4191,11.1122,4.4822
2020-04-06,NL,visa,DEBIT,Standard,INTER_REGIONAL,31.93,0.2448,0.4105,0.1534
2020-04-26,DE,visa,DEBIT,Standard,DOMESTIC,10.94,0.141,0.2915,0.1041
2020-04-09,NL,MasterCard,DEBIT,Standard,DOMESTIC,62.63,0.3226,0.448,0.2404
2020-04-18,NL,MasterCard,CREDIT,Standard,INTRA_REGIONAL,12.59,0.153,0.2914,0.11
2020-04-03,US,MasterCard,DEBIT,other,INTRA_REGIONAL,26.54,0.3082,0.4587,0.2544
2020-04-19,DE,visa,CREDIT,Commercial,INTRA_REGIONAL,103.72,1.409,2.7341,0.9754
2020-04-27,US,MasterCard,DEBIT,Standard,DOMESTIC,6.26,0.062,0.1003,0.0549
2020-04-08,DE,visa,CREDIT,Premium,INTER_REGIONAL,60.66,0.7694,1.5604,0.4722
2020-04-30,US,visa,DEBIT,Standard,INTER_REGIONAL,17.46,0.1203,0.2273,0.097
2020-04-09,GB,visa,DEBIT,Premium,INTER_REGIONAL,25.81,0.3295,0.5704,0.2897
2020-04-14,NL,visa,DEBIT,Standard,INTRA_REGIONAL,30.33,0.1988,0.2796,0.1623
2020-04-13,GB,MasterCard,DEBIT,other,INTER_REGIONAL,13.8,0.1028,0.2156,0.0918
2020-04-15,DE,visa,DEBIT,Premium,INTRA_REGIONAL,43.49,0.2623,0.5181,0.1993
2020-04-21,US,MasterCard,DEBIT,Standard,INTRA_REGIONAL,17.93,0.1102,0.2231,0.0737
2020-04-13,US,visa,DEBIT,Standard,INTRA_REGIONAL,10.25,0.0653,0.1047,0.0458
2020-04-14,US,MasterCard,DEBIT,Standard,INTER_REGIONAL,35.71,0.4287,0.8478,0.3579
2020-04-11,GB,visa,CREDIT,Standard,DOMESTIC,24.02,0.2391,0.321,0.1717
2020-04-01,NL,MasterCard,CREDIT,Standard,INTER_REGIONAL,18.98,0.2422,0.4172,0.1842
2020-04-13,US,visa,DEBIT,Super Premium,DOMESTIC,346.85,3.5168,5.7179,2.1462
2020-04-22,NL,visa,DEBIT,Purchasing,INTER_REGIONAL,34.09,0.1875,0.2568,0.1506
2020-04-04,DE,MasterCard,DEBIT,Premium,INTRA_REGIONAL,15.82,0.0955,0.1907,0.0724
2020-04-18,US,visa,DEBIT,Standard,INTRA_REGIONAL,303.79,3.3849,6.4825,2.2773
2020-04-01,NL,visa,CREDIT,Standard,INTER_REGIONAL,1009.08,13.7042,19.053,8.6666
2020-04-21,NL,visa,DEBIT,Premium,DOMESTIC,14.03,0.1875,0.3646,0.155
2020-04-24,NL,visa,CREDIT,Commercial,INTRA_REGIONAL,58.64,0.6656,1.012,0.4159
2020-04-20,NL,MasterCard,DEBIT,Standard,DOMESTIC,44.76,0.4113,0.6059,0.2671
2020-04-03,US,MasterCard,CREDIT,Premium,DOMESTIC,19.38,0.1017,0.1663,0.0727
2020-04-25,US,visa,CREDIT,Super Premium,INTER_REGIONAL,5.93,0.0867,0.1565,0.0675
2020-04-24,NL,MasterCard,DEBIT,Standard,INTER_REGIONAL,145.98,1.7625,2.4417,1.4797
2020-04-19,DE,visa,DEBIT,Corporate,INTRA_REGIONAL,17.98,0.1238,0.1647,0.0852
2020-04-02,GB,MasterCard,CREDIT,Standard,INTRA_REGIONAL,100.9,1.4077,1.9926,1.1721
2020-04-23,US,MasterCard,CREDIT,Premium,INTRA_REGIONAL,26.86,0.2729,0.4249,0.1849
2020-04-28,DE,visa,CREDIT,Standard,INTRA_REGIONAL,119.4,1.3014,2.479,0.847
2020-04-03,NL,visa,CREDIT,Commercial,INTRA_REGIONAL,65.2,0.8229,1.1515,0.4953
2020-04-12,NL,visa,DEBIT,other,INTRA_REGIONAL,272.85,2.4494,5.1025,2.1848
2020-04-30,GB,visa,CREDIT,Standard,INTRA_REGIONAL,110.74,1.06,1.4113,0.9234
2020-04-17,US,MasterCard,DEBIT,Standard,DOMESTIC,41.75,0.4115,0.585,0.3563
2020-04-04,NL,MasterCard,DEBIT,Premium,INTER_REGIONAL,11.08,0.1246,0.2605,0.1059
2020-04-10,GB,MasterCard,CREDIT,Premium,INTRA_REGIONAL,48.25,0.3069,0.5904,0.1862
2020-04-26,US,MasterCard,CREDIT,Standard,DOMESTIC,70.78,0.7886,1.5299,0.6072
2020-04-22,NL,visa,DEBIT,Premium,INTER_REGIONAL,353.84,3.3335,4.7504,2.4328
2020-04-10,US,visa,DEBIT,Commercial,INTRA_REGIONAL,119.15,0.7037,1.0479,0.5266
2020-04-20,NL,visa,DEBIT,Standard,INTER_REGIONAL,35.5,0.4874,1.0035,0.4273
2020-04-03,NL,visa,CREDIT,Purchasing,INTRA_REGIONAL,212.94,1.6028,2.7857,0.983
2020-04-10,US,MasterCard,CREDIT,Standard,INTRA_REGIONAL,517.7,6.9756,13.3348,5.3298
2020-04-25,US,visa,DEBIT,Commercial,INTRA_REGIONAL,66.96,0.5768,0.8017,0.4561
2020-04-30,NL,visa,DEBIT,Super Premium,INTER_REGIONAL,193.68,0.9832,1.9424,0.6699
2020-04-15,NL,MasterCard,DEBIT,Commercial,DOMESTIC,4.35,0.0555,0.0871,0.0478
2020-04-13,NL,visa,CREDIT,Standard,INTRA_REGIONAL,112.46,0.96,1.434,0.7132
2020-04-13,GB,MasterCard,DEBIT,Standard,INTER_REGIONAL,42.67,0.5288,1.061,0.3245
2020-04-27,DE,MasterCard,DEBIT,Premium,INTRA_REGIONAL,90.16,0.9385,1.274,0.8315
2020-04-22,NL,MasterCard,CREDIT,Super Premium,INTRA_REGIONAL,31.85,0.178,0.2848,0.1399
2020-04-01,DE,MasterCard,CREDIT,Standard,INTER_REGIONAL,46.63,0.5193,0.8755,0.4457
2020-04-16,NL,visa,DEBIT,Standard,INTRA_REGIONAL,42.68,0.2939,0.4604,0.2129
2020-04-06,DE,visa,DEBIT,Standard,INTER_REGIONAL,9.31,0.062,0.1202,0.0379
2020-04-18,US,MasterCard,DEBIT,Standard,DOMESTIC,83.18,0.9307,1.6631,0.7408
2020-04-08,DE,visa,DEBIT,Super Premium,DOMESTIC,34.44,0.5139,0.7738,0.3685
2020-04-05,NL,visa,DEBIT,Standard,INTER_REGIONAL,3.33,0.0403,0.0771,0.0349
2020-04-24,US,MasterCard,DEBIT,Standard,INTER_REGIONAL,11.75,0.1355,0.2538,0.0878
2020-04-13,DE,visa,DEBIT,Standard,DOMESTIC,22.12,0.3147,0.4463,0.2754
2020-04-26,NL,MasterCard,CREDIT,Super Premium,INTER_REGIONAL,28.11,0.2936,0.512,0.246
2020-04-26,NL,MasterCard,CREDIT,Standard,INTER_REGIONAL,14.06,0.1533,0.2451,0.1144
2020-04-28,NL,MasterCard,DEBIT,Premium,INTRA_REGIONAL,36.52,0.218,0.339,0.1582
2020-04-18,GB,visa,CREDIT,Purchasing,INTER_REGIONAL,45.78,0.5795,1.099,0.4902
2020-04-10,US,visa,DEBIT,Standard,INTER_REGIONAL,89.01,0.501,0.7325,0.3924
2020-04-21,GB,MasterCard,DEBIT,Premium,INTER_REGIONAL,21.01,0.3127,0.6564,0.1924
2020-04-05,GB,MasterCard,DEBIT,Super Premium,INTER_REGIONAL,123.99,1.2805,1.8232,0.913
2020-04-10,US,visa,DEBIT,Standard,INTER_REGIONAL,59.96,0.3589,0.7101,0.2325
2020-04-22,US,visa,DEBIT,Premium,INTRA_REGIONAL,87.96,1.1204,1.464,0.8419
2020-04-29,DE,visa,CREDIT,Premium,INTRA_REGIONAL,165.02,1.0206,1.6822,0.847
2020-04-30,NL,visa,CREDIT,Fleet,DOMESTIC,41.88,0.303,0.4919,0.2436
2020-04-26,DE,visa,CREDIT,Super Premium,DOMESTIC,14.35,0.2055,0.3842,0.1477
2020-04-28,NL,visa,DEBIT,Super Premium,INTER_REGIONAL,66.17,0.6613,1.0711,0.4191
2020-04-24,NL,visa,CREDIT,Premium,INTER_REGIONAL,76.93,0.3986,0.6852,0.3291
2020-04-21,GB,visa,CREDIT,Commercial,INTER_REGIONAL,10.52,0.1045,0.1988,0.0755
2020-04-12,US,visa,CREDIT,Super Premium,INTER_REGIONAL,23.87,0.1353,0.2625,0.0957
2020-04-01,NL,MasterCard,CREDIT,Corporate,INTRA_REGIONAL,11.09,0.0576,0.109,0.0418
2020-04-18,GB,visa,DEBIT,Commercial,INTRA_REGIONAL,261.8,1.7173,3.4567,1.1239
2020-04-28,NL,visa,DEBIT,Premium,INTRA_REGIONAL,54.5,0.7423,1.55,0.578
2020-04-18,NL,visa,DEBIT,Standard,INTRA_REGIONAL,42.65,0.4923,0.7551,0.4271
2020-04-05,DE,visa,DEBIT,Standard,INTER_REGIONAL,44.84,0.3147,0.4717,0.2489
2020-04-04,US,visa,CREDIT,Fleet,INTRA_REGIONAL,50.49,0.7026,1.0697,0.5672
2020-04-02,NL,MasterCard,DEBIT,Super Premium,INTER_REGIONAL,147.22,1.998,3.6956,1.5122
2020-04-01,GB,visa,CREDIT,Super Premium,INTRA_REGIONAL,108.28,1.6123,2.5553,1.0082
2020-04-19,NL,visa,DEBIT,Standard,INTRA_REGIONAL,16.75,0.2319,0.4724,0.1734
2020-04-20,GB,MasterCard,DEBIT,Standard,INTRA_REGIONAL,36.39,0.3384,0.689,0.3021
2020-04-13,NL,MasterCard,CREDIT,Purchasing,INTRA_REGIONAL,226.68,2.0162,4.17,1.2446
2020-04-18,NL,visa,DEBIT,Premium,INTER_REGIONAL,104.97,1.0074,1.5473,0.6656
2020-04-18,NL,MasterCard,CREDIT,Standard,INTRA_REGIONAL,29.26,0.284,0.5831,0.182
2020-04-03,GB,visa,CREDIT,Standard,DOMESTIC,79.84,1.0129,1.5472,0.8389
2020-04-10,US,visa,CREDIT,Premium,INTER_REGIONAL,62.83,0.5698,0.7926,0.4002
2020-04-07,US,MasterCard,DEBIT,Commercial,INTRA_REGIONAL,30.53,0.1678,0.2451,0.1016
2020-04-24,NL,MasterCard,DEBIT,Premium,INTRA_REGIONAL,22.5,0.1943,0.3212,0.1366
2020-04-24,DE,visa,DEBIT,Super Premium,INTER_REGIONAL,34.43,0.3302,0.629,0.2672
2020-04-29,NL,MasterCard,CREDIT,Premium,DOMESTIC,21.09,0.2526,0.5048,0.176
2020-04-24,DE,visa,DEBIT,Standard,DOMESTIC,10.58,0.0607,0.0819,0.0445
2020-04-12,NL,visa,DEBIT,other,INTRA_REGIONAL,28.87,0.3943,0.7753,0.2801
2020-04-07,GB,MasterCard,DEBIT,Premium,INTER_REGIONAL,18.78,0.1463,0.2298,0.1235
2020-04-14,DE,visa,DEBIT,Premium,INTRA_REGIONAL,60.69,0.8036,1.3326,0.6909
2020-04-29,NL,visa,DEBIT,Standard,INTRA_REGIONAL,63.42,0.7348,1.3414,0.4905
2020-04-21,NL,MasterCard,DEBIT,Super Premium,INTER_REGIONAL,22.99,0.1657,0.3039,0.127
2020-04-28,NL,MasterCard,DEBIT,Standard,INTRA_REGIONAL,121.57,0.7701,1.5975,0.5641
2020-04-17,GB,visa,DEBIT,Super Premium,INTER_REGIONAL,8.54,0.0633,0.1055,0.0535
2020-04-05,DE,visa,CREDIT,Commercial,INTRA_REGIONAL,91.73,0.783,1.3663,0.5572
2020-04-06,NL,MasterCard,CREDIT,Super Premium,INTER_REGIONAL,8.19,0.0973,0.1525,0.063
2020-04-06,US,visa,CREDIT,Standard,INTRA_REGIONAL,77.72,0.4744,0.8098,0.3114
2020-04-08,US,visa,DEBIT,Commercial,INTRA_REGIONAL,25.92,0.2362,0.3929,0.2026
2020-04-20,DE,MasterCard,CREDIT,other,DOMESTIC,123.78,1.7667,2.7819,1.1739
2020-04-27,NL,MasterCard,CREDIT,Commercial,INTER_REGIONAL,130.28,0.9752,1.7546,0.7439
2020-04-09,NL,MasterCard,DEBIT,Fleet,INTRA_REGIONAL,11.43,0.0676,0.133,0.0566
2020-04-07,US,MasterCard,CREDIT,other,INTER_REGIONAL,41.08,0.2777,0.3925,0.2037
2020-04-04,US,MasterCard,CREDIT,Super Premium,INTER_REGIONAL,117.54,1.4342,2.4599,1.1731
2020-04-06,DE,visa,DEBIT,other,INTER_REGIONAL,6.5,0.0565,0.1128,0.0375
2020-04-22,NL,visa,CREDIT,Premium,INTER_REGIONAL,52.36,0.6241,1.2644,0.4117
2020-04-26,GB,MasterCard,DEBIT,Commercial,INTER_REGIONAL,3.69,0.051,0.0867,0.0429
2020-04-19,US,visa,CREDIT,Super Premium,INTER_REGIONAL,74.6,0.4505,0.8802,0.3336
2020-04-28,DE,MasterCard,CREDIT,Standard,INTER_REGIONAL,17.42,0.1953,0.3448,0.127
2020-04-02,GB,visa,CREDIT,Premium,INTER_REGIONAL,47.31,0.4848,0.7492,0.3013
2020-04-28,NL,MasterCard,DEBIT,Standard,DOMESTIC,24.08,0.1525,0.3128,0.1135
2020-04-25,NL,MasterCard,CREDIT,other,INTRA_REGIONAL,12.07,0.067,0.1166,0.0479
2020-04-30,GB,MasterCard,CREDIT,Standard,INTRA_REGIONAL,49.61,0.2575,0.5029,0.162
2020-04-18,NL,visa,CREDIT,Super Premium,INTRA_REGIONAL,31.28,0.3987,0.5924,0.315
2020-04-15,DE,MasterCard,CREDIT,Standard,DOMESTIC,217.7,1.3244,2.1067,1.1825
2020-04-21,DE,MasterCard,CREDIT,Fleet,INTRA_REGIONAL,1.95,0.015,0.0209,0.0129
2020-04-18,US,visa,DEBIT,Commercial,INTER_REGIONAL,86.05,0.7997,1.5693,0.648
2020-04-03,NL,visa,DEBIT,Super Premium,INTRA_REGIONAL,10.19,0.0856,0.1338,0.0543
2020-04-10,NL,MasterCard,CREDIT,Standard,DOMESTIC,189.0,2.4214,4.7905,2.0701
2020-04-22,GB,MasterCard,CREDIT,Standard,INTER_REGIONAL,30.2,0.1825,0.2649,0.1521
2020-04-03,US,MasterCard,CREDIT,Standard,DOMESTIC,80.63,1.0466,2.1841,0.8877
2020-04-09,NL,visa,CREDIT,Commercial,DOMESTIC,23.01,0.2041,0.2701,0.1257
2020-04-04,GB,visa,CREDIT,Premium,INTRA_REGIONAL,15.48,0.1413,0.2662,0.1237
2020-04-07,NL,MasterCard,CREDIT,Commercial,DOMESTIC,83.73,1.2055,2.4634,0.9976
2020-04-24,DE,visa,DEBIT,Standard,INTER_REGIONAL,22.99,0.1358,0.195,0.0837
2020-04-19,NL,MasterCard,CREDIT,other,INTRA_REGIONAL,16.32,0.1215,0.2262,0.1004
2020-04-16,DE,MasterCard,DEBIT,Commercial,INTRA_REGIONAL,23.03,0.1641,0.2867,0.1451
2020-04-11,NL,MasterCard,DEBIT,Standard,INTRA_REGIONAL,44.61,0.4831,0.9477,0.3818
2020-04-12,DE,visa,DEBIT,Corporate,INTER_REGIONAL,56.97,0.8324,1.1622,0.6516
2020-04-05,NL,visa,CREDIT,Premium,INTER_REGIONAL,13.84,0.1931,0.3338,0.1586
2020-04-22,NL,visa,DEBIT,Standard,INTER_REGIONAL,13.82,0.124,0.2154,0.1008
2020-04-21,DE,MasterCard,CREDIT,other,INTRA_REGIONAL,45.14,0.5354,0.7112,0.4069
2020-04-08,GB,visa,DEBIT,Premium,DOMESTIC,15.55,0.1793,0.2598,0.1525
2020-04-04,GB,visa,CREDIT,Standard,INTRA_REGIONAL,5.53,0.0316,0.0519,0.0214
2020-04-10,US,MasterCard,CREDIT,Commercial,INTRA_REGIONAL,311.99,1.657,3.3216,1.3346
2020-04-20,US,MasterCard,DEBIT,Standard,INTRA_REGIONAL,15.32,0.1049,0.1457,0.0634
2020-04-03,NL,visa,CREDIT,Premium,INTER_REGIONAL,14.54,0.1783,0.3033,0.1073
2020-04-29,NL,MasterCard,DEBIT,other,DOMESTIC,40.27,0.5147,0.7015,0.3635
2020-04-07,NL,visa,CREDIT,Standard,INTER_REGIONAL,55.9,0.4177,0.7779,0.2606
2020-04-11,DE,visa,CREDIT,Premium,INTER_REGIONAL,32.02,0.3349,0.4728,0.2828
2020-04-16,GB,visa,DEBIT,other,INTRA_REGIONAL,95.14,1.0799,1.5136,0.6849
2020-04-15,US,visa,CREDIT,Standard,INTRA_REGIONAL,15.79,0.1154,0.1629,0.096
2020-04-11,US,MasterCard,DEBIT,Standard,INTER_REGIONAL,120.22,1.3559,2.6186,0.9874
2020-04-20,DE,visa,DEBIT,Premium,INTRA_REGIONAL,86.74,0.7615,1.1352,0.5112
2020-04-22,NL,MasterCard,CREDIT,Commercial,INTRA_REGIONAL,154.56,2.1979,3.6309,1.5885
